episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,wall_time
241,0.000547,0.856792,0.000168,0.005310,0.197324,0.004375,6,2207.075024
242,0.000406,0.893775,-0.000120,0.000753,0.197998,0.004179,13,2216.527314
243,0.000435,0.886200,-0.000068,0.000595,0.198999,0.003677,10,2225.578043
244,0.000752,0.802969,-0.000326,0.007761,0.199813,0.003004,7,2233.690308
245,0.000503,0.868322,0.000180,0.006050,0.200440,0.003998,6,2241.706949
246,0.000458,0.880078,-0.000049,0.001731,0.201582,0.002883,16,2250.521017
247,0.000519,0.863980,-0.000176,0.001328,0.203939,0.005035,30,2259.077659
248,0.000560,0.853273,-0.000074,0.000423,0.206934,0.002768,28,2267.997186
249,0.000601,0.842514,-0.000146,0.001193,0.210001,0.004783,30,2276.854264
250,0.000656,0.828196,-0.000216,0.004790,0.212720,0.002299,30,2285.689263
251,0.000638,0.832805,-0.000003,0.001466,0.214198,0.003472,7,2292.721570
252,0.000507,0.867263,-0.000027,0.000812,0.215813,0.005129,30,2301.413674
253,0.000490,0.871793,0.000093,0.000706,0.217586,0.003617,8,2309.908616
254,0.000664,0.826021,-0.000199,0.002418,0.218483,0.003575,10,2315.215622
255,0.000613,0.839560,-0.000525,0.001892,0.219231,0.003794,6,2319.867524
256,0.000576,0.849168,-0.000197,0.001890,0.219890,0.003001,7,2324.153611
257,0.000588,0.846140,0.000150,0.002303,0.221334,0.002864,30,2328.694683
258,0.000530,0.861248,-0.000150,0.000806,0.223261,0.004076,30,2333.207833
259,0.000597,0.843641,-0.000131,0.001168,0.225920,0.004538,30,2337.307280
260,0.000570,0.850733,0.000046,0.001100,0.228738,0.003535,30,2341.485901
261,0.000640,0.832438,-0.000297,0.002253,0.230881,0.004200,10,2345.408577
262,0.000644,0.831471,-0.000093,0.001242,0.233104,0.004843,30,2349.725294
263,0.000600,0.842882,0.000054,0.002434,0.235152,0.004918,5,2353.604971
264,0.000480,0.874438,0.000104,0.001394,0.235620,0.004118,4,2357.620849
265,0.000685,0.820541,-0.000160,0.003201,0.236205,0.002338,8,2361.806472
266,0.000567,0.851626,-0.000117,0.001788,0.237826,0.004742,30,2365.911320
267,0.000555,0.854651,0.000042,0.000882,0.239385,0.004297,8,2369.832547
268,0.000602,0.842487,-0.000083,0.002574,0.240230,0.004410,9,2373.815230
269,0.000606,0.841292,-0.000007,0.001327,0.241054,0.003701,10,2377.798235
