episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,wall_time
267,0.167651,0.342681,-0.000129,0.000629,-1.934178,0.003276,29,1348.784440
268,0.213868,0.296464,0.000040,0.000993,-1.931190,0.001338,30,1353.931484
269,0.168539,0.341793,0.000156,0.001762,-1.928135,0.002368,30,1359.036138
270,0.164990,0.345341,-0.000045,0.000554,-1.924980,0.001400,30,1364.046621
271,0.159705,0.350627,0.000036,0.000581,-1.921785,0.000511,30,1369.084551
272,0.172728,0.337604,-0.000085,0.000511,-1.918689,0.002640,30,1374.184548
273,0.190376,0.319956,-0.000011,0.001346,-1.915663,0.003196,30,1379.366779
274,0.159794,0.350538,-0.000024,0.000399,-1.912556,0.000433,30,1384.889820
275,0.170594,0.339738,0.000009,0.000713,-1.909550,0.000694,30,1390.021014
276,0.172701,0.337631,-0.000057,0.000434,-1.906600,0.000339,30,1395.156483
277,0.187431,0.322901,-0.000135,0.001182,-1.903586,0.000790,30,1400.320010
278,0.159053,0.351279,0.000105,0.001704,-1.900518,0.000174,30,1405.520843
279,0.149874,0.360458,-0.000094,0.000720,-1.897508,0.000848,30,1410.654230
280,0.164022,0.346310,-0.000072,0.001449,-1.894456,0.001022,30,1415.730271
281,0.173894,0.336438,-0.000112,0.002086,-1.891362,0.003224,30,1420.928607
282,0.177199,0.333133,0.000010,0.000202,-1.888368,0.000065,30,1426.073216
283,0.155522,0.354810,-0.000187,0.000549,-1.885658,0.002429,24,1431.031011
284,0.162941,0.347391,-0.000080,0.001808,-1.882817,0.000502,30,1436.149520
285,0.207265,0.303067,0.000011,0.001032,-1.879512,0.000151,30,1441.179552
286,0.207886,0.302446,-0.000307,0.001612,-1.876681,0.002776,24,1446.218261
287,0.170792,0.339540,-0.000048,0.001627,-1.873951,0.001857,30,1451.279896
288,0.197428,0.312904,0.000074,0.001474,-1.870952,0.000148,30,1456.420824
289,0.203074,0.307257,-0.000085,0.001428,-1.867854,0.002893,30,1461.467743
290,0.169165,0.341166,0.000004,0.000445,-1.864938,0.000166,30,1466.655933
291,0.163232,0.347100,-0.000046,0.000797,-1.861930,0.000392,30,1471.809498
292,0.169119,0.341213,-0.000002,0.000860,-1.858838,0.000050,30,1476.957120
293,0.161267,0.349065,0.000002,0.000801,-1.855773,0.000568,30,1482.041259
294,0.156595,0.353737,-0.000106,0.000858,-1.852648,0.000868,30,1487.188774
295,0.159103,0.351228,0.000048,0.001045,-1.849698,0.000727,30,1492.324153
296,0.177052,0.333280,-0.000181,0.000928,-1.846904,0.002093,30,1497.468584
