episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,wall_time
242,0.001413,0.002371,0.000002,0.000000,-1.858924,0.000012,30,1160.811035
243,0.001337,0.002447,0.000000,0.000000,-1.855921,0.000006,30,1165.690593
244,0.001401,0.002384,-0.000000,0.000000,-1.852917,0.000033,30,1170.675006
245,0.001376,0.002409,-0.000000,0.000000,-1.849913,0.000003,30,1175.558595
246,0.001449,0.002335,0.000000,0.000000,-1.846910,0.000055,30,1180.460153
247,0.001456,0.002328,-0.000002,0.000000,-1.843909,0.000048,30,1185.378109
248,0.001457,0.002327,-0.000000,0.000000,-1.840912,0.000034,30,1190.343978
249,0.001476,0.002308,-0.000002,0.000000,-1.837915,0.000007,30,1195.284031
250,0.001505,0.002280,0.000000,0.000000,-1.834917,0.000019,30,1200.267366
251,0.001393,0.002391,0.000001,0.000000,-1.831918,0.000072,30,1205.149414
252,0.001434,0.002350,-0.000001,0.000000,-1.828921,0.000011,30,1210.050463
253,0.001547,0.002237,-0.000001,0.000000,-1.825921,0.000004,30,1214.915457
254,0.001485,0.002299,-0.000001,0.000000,-1.822917,0.000004,30,1219.864968
255,0.001387,0.002397,-0.000000,0.000000,-1.819913,0.000022,30,1224.776822
256,0.001442,0.002342,0.000000,0.000000,-1.816911,0.000020,30,1229.735525
257,0.001614,0.002170,-0.000001,0.000000,-1.813912,0.000071,30,1234.639580
258,0.001529,0.002255,0.000000,0.000000,-1.810912,0.000006,30,1239.558081
259,0.001454,0.002330,0.000000,0.000000,-1.807910,0.000007,30,1244.506420
260,0.001509,0.002276,-0.000001,0.000000,-1.804911,0.000004,30,1249.437254
261,0.001531,0.002254,-0.000000,0.000000,-1.801914,0.000007,30,1254.394501
262,0.001731,0.002054,0.000002,0.000000,-1.798917,0.000009,30,1259.950653
263,0.001623,0.002161,0.000001,0.000000,-1.795920,0.000325,30,1265.292336
264,0.001458,0.002326,0.000001,0.000000,-1.792923,0.000052,30,1270.157487
265,0.001449,0.002336,-0.000000,0.000000,-1.789926,0.000030,30,1275.158801
266,0.001561,0.002224,-0.000000,0.000000,-1.786927,0.000008,30,1280.233784
267,0.001590,0.002194,-0.000001,0.000000,-1.783923,0.000003,30,1285.202566
268,0.001635,0.002149,-0.000002,0.000000,-1.780920,0.000050,30,1290.204759
269,0.001492,0.002292,-0.000001,0.000000,-1.777918,0.000030,30,1295.116794
270,0.001496,0.002288,-0.000001,0.000000,-1.774917,0.000032,30,1300.075470
271,0.001507,0.002277,-0.000001,0.000000,-1.771919,0.000181,30,1305.010996
272,0.001498,0.002286,0.000000,0.000000,-1.768921,0.000043,30,1309.863546
273,0.001557,0.002227,0.000001,0.000000,-1.765924,0.000014,30,1314.839574
274,0.001537,0.002247,0.000001,0.000000,-1.762926,0.000035,30,1319.846396
275,0.001579,0.002205,-0.000000,0.000000,-1.759926,0.000082,30,1324.831069
276,0.001605,0.002179,0.000001,0.000000,-1.756928,0.000038,30,1329.813119
277,0.001470,0.002315,0.000000,0.000000,-1.753929,0.000042,30,1334.690147
278,0.001511,0.002273,0.000000,0.000000,-1.750925,0.000017,30,1339.607703
279,0.001578,0.002206,0.000000,0.000000,-1.747923,0.000063,30,1344.520310
280,0.001509,0.002275,0.000001,0.000000,-1.744925,0.000317,30,1349.358711
281,0.001532,0.002252,0.000000,0.000000,-1.741928,0.000058,30,1354.345227
282,0.001563,0.002221,-0.000000,0.000000,-1.738924,0.000041,30,1359.250567
283,0.001538,0.002247,-0.000002,0.000000,-1.735923,0.000065,30,1364.218261
284,0.001659,0.002125,0.000000,0.000000,-1.732926,0.000044,30,1369.165891
285,0.001617,0.002168,0.000000,0.000000,-1.729928,0.000039,30,1374.139993
286,0.001621,0.002163,0.000002,0.000000,-1.726928,0.000209,30,1379.108382
287,0.001463,0.002322,0.000001,0.000000,-1.723925,0.000442,30,1384.217372
288,0.001405,0.002379,0.000000,0.000000,-1.720927,0.000110,30,1389.164125
289,0.001471,0.002314,-0.000001,0.000000,-1.717930,0.000255,30,1394.214480
290,0.001360,0.002424,-0.000001,0.000000,-1.714933,0.000418,30,1399.215750
291,0.001430,0.002354,0.000001,0.000000,-1.711935,0.000343,30,1404.201683
292,0.001569,0.002215,0.000002,0.000000,-1.708938,0.000035,30,1409.119974
293,0.001586,0.002198,0.000000,0.000000,-1.705941,0.000137,30,1414.019538
294,0.001506,0.002278,0.000001,0.000000,-1.702944,0.000035,30,1418.925622
295,0.001493,0.002291,-0.000000,0.000000,-1.699947,0.000201,30,1423.961691
