episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,lr,wall_time
303,0.001020,0.732898,-0.000263,0.002471,0.086874,0.006018,5,0.000094,1380.777251
304,0.001014,0.734552,-0.000012,0.002515,0.087190,0.005444,15,0.000094,1384.897584
305,0.000978,0.743928,-0.000232,0.001736,0.087916,0.004395,7,0.000094,1388.938910
306,0.000948,0.751639,0.000027,0.000144,0.088146,0.003500,5,0.000094,1393.168762
307,0.000967,0.746902,0.000131,0.000602,0.088155,0.006355,5,0.000094,1397.445869
308,0.001004,0.736985,0.000159,0.001640,0.088150,0.005193,5,0.000094,1401.498049
309,0.000923,0.758261,-0.000189,0.000599,0.088374,0.003391,9,0.000094,1405.708943
310,0.001102,0.711549,-0.000385,0.003483,0.089011,0.005026,7,0.000094,1409.775957
311,0.000932,0.755864,0.000094,0.000845,0.089582,0.002440,12,0.000094,1413.904315
312,0.000974,0.745045,-0.000154,0.001504,0.090120,0.003328,7,0.000094,1417.800637
313,0.001089,0.714769,-0.000236,0.004270,0.090067,0.005976,4,0.000094,1421.529686
314,0.001004,0.737106,-0.000050,0.000593,0.090031,0.005802,4,0.000094,1425.320151
315,0.000968,0.746495,-0.000069,0.000843,0.090330,0.007458,5,0.000094,1429.292052
316,0.001117,0.707471,0.000176,0.001336,0.090824,0.006182,4,0.000094,1433.412897
317,0.000947,0.751916,-0.000087,0.001256,0.091145,0.004086,5,0.000094,1437.251421
318,0.000951,0.751007,-0.000065,0.000564,0.091290,0.005027,6,0.000094,1441.035889
319,0.001068,0.720269,0.000233,0.002343,0.091182,0.004560,3,0.000094,1444.719277
320,0.001015,0.734199,-0.000417,0.001378,0.091003,0.006501,3,0.000094,1448.522384
321,0.001066,0.720819,0.000059,0.001692,0.090864,0.004796,3,0.000094,1452.196795
322,0.001041,0.727391,0.000130,0.001559,0.090928,0.005518,7,0.000094,1456.066374
323,0.001056,0.723478,-0.000072,0.000981,0.091373,0.008207,4,0.000094,1460.096911
324,0.001044,0.726621,-0.000084,0.000529,0.091757,0.004392,7,0.000094,1464.226625
325,0.000951,0.750972,-0.000418,0.001053,0.091904,0.004647,6,0.000094,1468.080349
326,0.001091,0.714373,-0.000977,0.005855,0.091684,0.009965,3,0.000094,1472.004374
327,0.000969,0.746244,-0.000062,0.000351,0.091449,0.010538,3,0.000094,1476.306652
328,0.001057,0.723169,-0.000278,0.001278,0.091277,0.005295,3,0.000094,1480.351800
329,0.001138,0.701910,-0.000084,0.005345,0.091324,0.006175,6,0.000094,1484.363432
330,0.000982,0.742749,-0.000492,0.001536,0.091682,0.008732,3,0.000093,1488.357786
331,0.001008,0.735929,0.000218,0.002045,0.092075,0.007424,3,0.000093,1492.099703
332,0.001047,0.725775,-0.000014,0.001956,0.092463,0.004551,5,0.000093,1496.142498
333,0.001099,0.712103,-0.000480,0.001930,0.092644,0.004864,4,0.000093,1500.305798
334,0.000976,0.744520,-0.000080,0.000503,0.092530,0.004728,3,0.000093,1504.236342
335,0.001071,0.719419,0.000856,0.002820,0.092337,0.006774,3,0.000093,1508.193473
336,0.000988,0.741321,-0.000089,0.000387,0.092114,0.005844,3,0.000093,1512.200173
337,0.000934,0.755545,0.000174,0.000571,0.091961,0.004677,4,0.000093,1516.243348
338,0.001096,0.712908,-0.000626,0.004473,0.091962,0.004852,5,0.000093,1520.715219
339,0.001046,0.726047,0.000144,0.000829,0.092243,0.004277,7,0.000093,1524.704229
340,0.001105,0.710631,-0.000568,0.002043,0.092671,0.006683,3,0.000093,1528.652280
341,0.001029,0.730434,0.000121,0.001052,0.092961,0.004749,3,0.000093,1532.520976
342,0.001029,0.730486,-0.000144,0.000840,0.093219,0.005098,5,0.000093,1536.355445
343,0.001043,0.726889,-0.000548,0.002034,0.093286,0.003950,6,0.000093,1540.220619
344,0.001057,0.723187,0.000416,0.008613,0.093178,0.005189,5,0.000093,1543.965359
345,0.000968,0.746543,0.000047,0.000720,0.093127,0.003619,8,0.000093,1547.880634
346,0.000949,0.751503,0.000085,0.000425,0.093201,0.003598,10,0.000093,1551.846906
347,0.000986,0.741863,0.000118,0.000476,0.093376,0.003580,7,0.000093,1555.584870
348,0.001000,0.738196,-0.000214,0.001549,0.093636,0.003698,10,0.000093,1559.524184
349,0.000913,0.760896,-0.000083,0.000808,0.094224,0.006042,5,0.000093,1563.514465
350,0.001006,0.736616,-0.000265,0.001299,0.094571,0.002834,8,0.000093,1567.398902
351,0.001144,0.700320,-0.000208,0.011276,0.094522,0.006763,4,0.000093,1571.139994
352,0.001014,0.734381,0.000097,0.001173,0.094569,0.004955,4,0.000093,1575.049108
353,0.001193,0.687718,-0.000309,0.005426,0.094883,0.009481,4,0.000093,1579.090522
354,0.000980,0.743260,-0.000245,0.002581,0.095244,0.005550,4,0.000093,1583.144834
355,0.000953,0.750393,-0.000016,0.002162,0.095546,0.004600,4,0.000093,1587.341134
356,0.001009,0.735708,-0.000470,0.002134,0.095620,0.005203,5,0.000092,1591.095203
357,0.001003,0.737396,-0.000466,0.001172,0.095348,0.013861,3,0.000092,1595.042536
358,0.001005,0.736902,-0.000134,0.001009,0.095095,0.008360,3,0.000092,1598.926336
359,0.000976,0.744367,0.000212,0.000441,0.094901,0.007412,3,0.000092,1602.538723
360,0.000999,0.738472,0.000048,0.001506,0.094965,0.006373,9,0.000092,1606.833756
361,0.001138,0.702035,-0.000435,0.003681,0.095536,0.009324,3,0.000092,1611.324134
362,0.001052,0.724490,-0.000622,0.001636,0.095801,0.005711,3,0.000092,1615.442298
363,0.000917,0.759974,-0.000149,0.002351,0.096031,0.006675,3,0.000092,1619.483262
364,0.001336,0.650201,-0.001133,0.012366,0.096287,0.005062,7,0.000092,1623.309511
365,0.000962,0.748139,-0.000169,0.004073,0.096407,0.005769,12,0.000092,1627.170312
366,0.000950,0.751238,-0.000359,0.000775,0.096499,0.006281,5,0.000092,1631.384744
367,0.000980,0.743250,-0.000464,0.001584,0.096275,0.007639,3,0.000092,1635.317049
368,0.000928,0.756905,-0.000251,0.001053,0.096063,0.009685,3,0.000092,1639.323112
369,0.000937,0.754672,0.000119,0.000476,0.095923,0.006996,4,0.000092,1643.576524
370,0.000971,0.745831,-0.000231,0.000639,0.096137,0.006098,5,0.000092,1647.707097
371,0.000935,0.755064,0.000056,0.000523,0.096581,0.005198,3,0.000092,1651.752738
372,0.000983,0.742652,0.000480,0.001312,0.097017,0.011477,3,0.000092,1655.648208
373,0.000963,0.747873,-0.000043,0.000369,0.097432,0.004865,5,0.000092,1659.588021
374,0.000939,0.754191,0.000188,0.001377,0.097683,0.004464,6,0.000092,1663.569034
375,0.000933,0.755759,-0.000289,0.001347,0.097586,0.009149,4,0.000092,1667.412381
376,0.001108,0.709778,-0.000730,0.006936,0.097463,0.004820,3,0.000092,1671.087550
377,0.001035,0.728901,0.000482,0.001374,0.097407,0.006151,3,0.000092,1674.945149
378,0.000958,0.749163,0.000036,0.001218,0.097537,0.005997,8,0.000092,1679.006184
379,0.001110,0.709269,0.000179,0.002541,0.098041,0.008972,4,0.000091,1683.370999
380,0.000955,0.749871,-0.000340,0.001146,0.098323,0.004225,6,0.000091,1687.428958
381,0.001016,0.733856,-0.000104,0.001155,0.098431,0.004266,5,0.000091,1691.341645
382,0.000928,0.757030,0.000123,0.000684,0.098339,0.005915,3,0.000091,1695.412134
383,0.000989,0.740976,-0.000134,0.001819,0.098198,0.005785,3,0.000091,1699.303842
384,0.000971,0.745657,-0.000208,0.000674,0.098024,0.007431,4,0.000091,1703.020637
385,0.000952,0.750784,-0.000033,0.000175,0.098134,0.003861,14,0.000091,1707.103771
386,0.000927,0.757227,-0.000074,0.000477,0.098767,0.006011,5,0.000091,1711.010938
387,0.001058,0.722957,-0.000659,0.005212,0.099018,0.005048,6,0.000091,1715.089584
388,0.000953,0.750441,-0.000169,0.000665,0.099179,0.004285,6,0.000091,1719.127628
389,0.001022,0.732359,-0.000269,0.000971,0.099439,0.004999,6,0.000091,1723.184965
390,0.001056,0.723525,0.000235,0.004038,0.099634,0.005007,4,0.000091,1727.072034
391,0.000953,0.750440,0.000121,0.000730,0.099723,0.004109,6,0.000091,1731.018893
392,0.001144,0.700354,0.000146,0.005346,0.099690,0.005112,4,0.000091,1734.682215
393,0.000973,0.745190,-0.000133,0.001055,0.099544,0.006885,4,0.000091,1738.718099
394,0.001024,0.731962,-0.000027,0.001429,0.099615,0.003969,12,0.000091,1742.571527
395,0.001051,0.724853,-0.000212,0.000625,0.100002,0.004153,8,0.000091,1746.774756
396,0.000955,0.750006,-0.000088,0.000927,0.100037,0.004953,6,0.000091,1750.931694
397,0.000972,0.745493,-0.000063,0.000490,0.100053,0.004432,8,0.000091,1755.185551
398,0.000975,0.744797,-0.000082,0.000349,0.100032,0.005251,6,0.000091,1759.144092
399,0.000919,0.759226,0.000005,0.000578,0.100292,0.004116,22,0.000091,1763.444330
400,0.000953,0.750341,0.000006,0.000305,0.101078,0.002715,15,0.000091,1768.360893
401,0.000918,0.759584,-0.000042,0.000388,0.101682,0.003800,8,0.000091,1773.061983
402,0.001057,0.723107,-0.000243,0.002225,0.101900,0.004461,7,0.000090,1777.965146
403,0.001010,0.735632,-0.000212,0.001789,0.101896,0.004059,11,0.000090,1782.455217
404,0.000963,0.747741,0.000039,0.001106,0.102201,0.005001,7,0.000090,1787.031441
405,0.001089,0.714904,-0.000356,0.004072,0.102182,0.005129,4,0.000090,1791.880708
406,0.000953,0.750380,-0.000191,0.000360,0.102010,0.005565,3,0.000090,1796.917543
407,0.000946,0.752333,-0.000009,0.000437,0.101882,0.005069,4,0.000090,1801.928716
408,0.001176,0.692029,-0.000084,0.004207,0.101964,0.003430,9,0.000090,1807.106777
409,0.000960,0.748626,-0.000156,0.003344,0.102372,0.005095,4,0.000090,1812.177842
410,0.000928,0.757090,0.000130,0.003255,0.102687,0.005122,4,0.000090,1817.135975
411,0.001004,0.737007,-0.000435,0.001534,0.102773,0.004744,5,0.000090,1822.056369
412,0.000907,0.762439,-0.000144,0.000426,0.102487,0.014907,3,0.000090,1826.910821
413,0.000962,0.747988,-0.000305,0.000578,0.102160,0.016967,3,0.000090,1831.841690
414,0.000949,0.751413,-0.000077,0.000555,0.101876,0.011208,3,0.000090,1836.713443
415,0.001036,0.728791,-0.000082,0.004639,0.101712,0.004597,3,0.000090,1841.366974
416,0.001040,0.727759,-0.000066,0.001650,0.101807,0.007687,5,0.000090,1846.507921
417,0.001141,0.701149,-0.000906,0.008626,0.102161,0.011672,3,0.000090,1851.765390
418,0.001006,0.736566,-0.000552,0.002163,0.102446,0.010811,3,0.000090,1856.859131
419,0.000993,0.739943,0.000080,0.001946,0.102678,0.005870,4,0.000090,1861.689745
420,0.001070,0.719806,-0.000378,0.004369,0.102831,0.003090,5,0.000090,1866.719240
421,0.000924,0.758117,-0.000494,0.001229,0.102699,0.012779,3,0.000090,1871.903236
422,0.001179,0.691200,-0.000252,0.003359,0.102464,0.013066,3,0.000090,1877.145467
423,0.001065,0.721024,-0.000138,0.001528,0.102279,0.007000,4,0.000089,1882.202466
424,0.000992,0.740205,0.000107,0.000668,0.102173,0.004354,6,0.000089,1887.555579
425,0.000988,0.741225,0.000035,0.000389,0.102313,0.005647,4,0.000089,1892.393262
426,0.000980,0.743361,-0.000078,0.000676,0.102550,0.004811,4,0.000089,1897.565208
427,0.000934,0.755465,-0.000185,0.000493,0.102732,0.003334,11,0.000089,1902.604999
428,0.001088,0.715111,-0.000195,0.003091,0.102615,0.004910,5,0.000089,1907.254955
429,0.001121,0.706560,-0.000240,0.002718,0.102665,0.004020,6,0.000089,1912.177688
430,0.000928,0.756973,-0.000378,0.003057,0.103016,0.009230,3,0.000089,1917.296856
431,0.000971,0.745658,0.000268,0.002821,0.103319,0.008512,3,0.000089,1922.250870
432,0.000929,0.756808,-0.000020,0.000911,0.103505,0.002716,10,0.000089,1927.225767
433,0.000950,0.751223,-0.000320,0.002058,0.103340,0.006351,3,0.000089,1932.113118
434,0.000969,0.746304,0.000019,0.001273,0.103053,0.015126,3,0.000089,1936.914583
435,0.000925,0.757691,0.000132,0.000487,0.102850,0.005804,4,0.000089,1941.908789
436,0.000951,0.751043,-0.000155,0.000438,0.102966,0.008745,5,0.000089,1946.842867
437,0.000934,0.755414,0.000012,0.000370,0.103304,0.004420,3,0.000089,1951.703268
438,0.000970,0.746045,-0.000131,0.000348,0.103631,0.011323,3,0.000089,1956.443098
439,0.000954,0.750187,-0.000083,0.000482,0.103924,0.004145,4,0.000089,1961.655298
440,0.000995,0.739546,0.000079,0.000248,0.104087,0.003209,7,0.000089,1966.620117
441,0.001105,0.710558,-0.000159,0.004570,0.103991,0.006257,4,0.000089,1971.949291
442,0.000915,0.760317,-0.000008,0.001086,0.103854,0.005841,4,0.000089,1977.032885
443,0.001199,0.685996,-0.000504,0.005806,0.103823,0.003515,7,0.000088,1982.217297
444,0.000983,0.742720,-0.000069,0.003420,0.103961,0.005779,4,0.000088,1987.216075
445,0.000930,0.756349,-0.000053,0.002748,0.104107,0.003735,4,0.000088,1992.239724
446,0.000981,0.743194,-0.000023,0.000588,0.104201,0.002885,8,0.000088,1997.343835
447,0.000934,0.755436,-0.000145,0.000398,0.104025,0.006247,3,0.000088,2002.616319
448,0.000945,0.752557,-0.000195,0.000290,0.103826,0.009423,3,0.000088,2007.517261
449,0.000982,0.742845,0.000386,0.001378,0.103668,0.005407,3,0.000088,2012.719765
450,0.000911,0.761322,-0.000089,0.000177,0.103734,0.003344,8,0.000088,2017.811986
451,0.000942,0.753441,-0.000127,0.000557,0.104134,0.005148,3,0.000088,2022.601329
452,0.000998,0.738752,-0.000388,0.001310,0.104421,0.006059,3,0.000088,2027.567771
453,0.000946,0.752218,0.000061,0.000202,0.104705,0.005331,6,0.000088,2032.457268
454,0.001080,0.717072,-0.000764,0.007410,0.104861,0.003260,4,0.000088,2037.304920
455,0.001002,0.737493,0.000040,0.001239,0.105005,0.006135,10,0.000088,2042.594004
456,0.000941,0.753472,-0.000068,0.000711,0.105107,0.004622,5,0.000088,2047.941571
457,0.001090,0.714448,-0.000268,0.005583,0.105075,0.004743,4,0.000088,2052.648320
458,0.001010,0.735625,0.000018,0.001104,0.104922,0.014068,3,0.000088,2057.662379
459,0.001017,0.733592,0.000288,0.000417,0.104780,0.005892,3,0.000088,2062.991951
460,0.001017,0.733630,0.000108,0.001902,0.104814,0.003984,14,0.000088,2068.190841
461,0.001020,0.732966,-0.000071,0.000901,0.105232,0.004055,5,0.000088,2073.275282
462,0.000950,0.751334,-0.000081,0.001420,0.105286,0.005924,6,0.000088,2078.420409
463,0.000950,0.751111,-0.000256,0.000322,0.105183,0.004571,3,0.000087,2083.233215
464,0.000966,0.746999,0.000306,0.000653,0.105104,0.005519,4,0.000087,2088.484670
465,0.001017,0.733704,0.000113,0.001603,0.105040,0.004813,5,0.000087,2093.772051
466,0.000961,0.748472,-0.000187,0.000566,0.105121,0.004526,7,0.000087,2098.935795
467,0.000935,0.755165,0.000155,0.000421,0.105392,0.004898,4,0.000087,2104.016885
468,0.001077,0.717933,-0.000169,0.002257,0.105647,0.003580,8,0.000087,2108.748241
469,0.000964,0.747472,-0.000261,0.001009,0.105888,0.002723,9,0.000087,2113.969260
470,0.000994,0.739602,-0.000107,0.000801,0.106023,0.004710,6,0.000087,2119.123065
471,0.001357,0.644538,0.001671,0.037309,0.105914,0.004596,3,0.000087,2123.883410
472,0.000955,0.749811,0.000222,0.001148,0.105742,0.013443,3,0.000087,2128.705588
473,0.001053,0.724172,0.000347,0.000889,0.105688,0.006089,6,0.000087,2134.093457
474,0.001246,0.673700,-0.000105,0.003577,0.105925,0.009885,3,0.000087,2139.523583
475,0.001299,0.659921,0.000317,0.003979,0.106076,0.004593,5,0.000087,2144.993572
476,0.000953,0.750413,-0.000108,0.005741,0.106091,0.003927,5,0.000087,2150.174669
477,0.000962,0.748141,0.000002,0.002501,0.105998,0.006538,5,0.000087,2155.328320
478,0.001085,0.715953,-0.000266,0.003668,0.105764,0.009286,3,0.000087,2160.375464
479,0.001028,0.730860,-0.000044,0.004689,0.105487,0.014190,3,0.000087,2165.492515
480,0.000970,0.746046,0.000093,0.001459,0.105256,0.007055,3,0.000087,2170.285737
481,0.000925,0.757877,0.000138,0.000228,0.105088,0.006308,4,0.000087,2175.283459
482,0.000972,0.745433,-0.000222,0.000828,0.105121,0.003844,5,0.000086,2180.399853
483,0.000981,0.743184,-0.000079,0.001035,0.105389,0.009380,3,0.000086,2185.383875
484,0.000913,0.760902,0.000109,0.000383,0.105610,0.004212,3,0.000086,2190.468534
485,0.000981,0.743020,0.000032,0.000498,0.105831,0.004689,3,0.000086,2195.564592
486,0.000940,0.753940,0.000168,0.001135,0.106106,0.004130,12,0.000086,2200.859703
487,0.000985,0.741984,-0.000053,0.000894,0.106053,0.005549,4,0.000086,2205.811121
488,0.001024,0.731860,0.000030,0.001243,0.105972,0.004639,4,0.000086,2210.515063
489,0.000932,0.755913,0.000027,0.000371,0.106053,0.004286,7,0.000086,2215.576953
490,0.000933,0.755712,-0.000037,0.000334,0.106380,0.005188,6,0.000086,2220.431059
491,0.000989,0.740897,-0.000206,0.000669,0.106582,0.003681,8,0.000086,2225.317981
492,0.000936,0.754954,0.000030,0.000310,0.106558,0.005637,5,0.000086,2230.385151
493,0.000895,0.765758,0.000034,0.000225,0.106664,0.003190,13,0.000086,2235.404015
494,0.001040,0.727690,-0.000377,0.005787,0.106998,0.005273,5,0.000086,2239.987834
495,0.000946,0.752201,0.000227,0.001343,0.107110,0.005343,10,0.000086,2245.078308
496,0.001019,0.733276,0.000021,0.003429,0.107243,0.002553,9,0.000086,2250.041708
497,0.000942,0.753417,0.000374,0.000871,0.107225,0.004604,8,0.000086,2255.244642
498,0.000951,0.751042,-0.000008,0.000332,0.107209,0.004654,5,0.000086,2260.063552
499,0.000946,0.752216,0.000022,0.001138,0.107161,0.005513,5,0.000086,2265.086147
500,0.001085,0.715796,0.000318,0.006152,0.107076,0.005044,3,0.000086,2269.835523
501,0.001141,0.701114,0.000094,0.015278,0.107015,0.010286,3,0.000085,2274.645136
502,0.001119,0.707033,-0.000088,0.005075,0.107081,0.005403,5,0.000085,2279.774881
503,0.000940,0.753979,-0.000003,0.003267,0.107257,0.006760,3,0.000085,2284.491725
504,0.000911,0.761447,0.000221,0.004093,0.107452,0.010539,3,0.000085,2289.587253
505,0.001302,0.659086,-0.000014,0.008943,0.107616,0.003713,10,0.000085,2294.439863
506,0.000956,0.749627,-0.000147,0.005866,0.107541,0.005846,5,0.000085,2299.537646
507,0.000952,0.750738,-0.000037,0.002754,0.107350,0.005051,6,0.000085,2304.524688
508,0.000935,0.755054,-0.000131,0.000397,0.107127,0.006814,4,0.000085,2309.574551
509,0.001038,0.728124,-0.000017,0.003352,0.106855,0.011006,3,0.000085,2314.447187
510,0.001013,0.734840,-0.000421,0.003541,0.106663,0.005985,3,0.000085,2319.499643
511,0.000973,0.745170,0.000342,0.001379,0.106510,0.005406,3,0.000085,2324.653437
512,0.001002,0.737584,0.000183,0.001043,0.106526,0.004239,6,0.000085,2329.911207
513,0.000969,0.746174,-0.000156,0.000656,0.106804,0.005661,3,0.000085,2334.849736
514,0.000955,0.749909,0.000113,0.001312,0.107112,0.017007,3,0.000085,2339.877184
515,0.001007,0.736432,0.000335,0.001256,0.107399,0.004841,5,0.000085,2344.662988
516,0.001163,0.695506,-0.000600,0.006661,0.107509,0.004121,4,0.000085,2349.644859
517,0.001069,0.720133,-0.001356,0.013935,0.107405,0.010128,3,0.000085,2354.635913
518,0.001095,0.713230,0.000076,0.001850,0.107263,0.006598,3,0.000084,2359.994767
519,0.001148,0.699444,-0.000184,0.002033,0.107126,0.003614,8,0.000084,2365.423749
520,0.001214,0.682001,-0.000267,0.007031,0.107125,0.004204,4,0.000084,2370.663571
521,0.000975,0.744762,-0.000414,0.003799,0.107146,0.005189,3,0.000084,2375.780284
522,0.000996,0.739183,-0.000119,0.002424,0.107210,0.007211,4,0.000084,2380.584476
523,0.000984,0.742367,0.000051,0.001163,0.107188,0.005323,4,0.000084,2385.525729
524,0.000985,0.741995,-0.000518,0.002157,0.107012,0.010075,3,0.000084,2390.407871
525,0.001027,0.730974,0.000130,0.003904,0.106814,0.012017,3,0.000084,2395.346908
526,0.001047,0.725788,-0.000255,0.002267,0.106663,0.008597,4,0.000084,2399.990209
527,0.000960,0.748600,-0.000065,0.000640,0.106650,0.006008,10,0.000084,2405.109999
528,0.000952,0.750683,-0.000138,0.000381,0.106950,0.006556,4,0.000084,2410.108199
529,0.000933,0.755684,-0.000072,0.000295,0.107174,0.004742,9,0.000084,2415.305197
530,0.000942,0.753198,-0.000503,0.000622,0.107214,0.003810,4,0.000084,2420.279514
531,0.000916,0.760103,-0.000101,0.000249,0.107163,0.007721,4,0.000084,2425.255470
532,0.000924,0.758043,-0.000007,0.000251,0.107128,0.004624,5,0.000084,2430.314997
533,0.000941,0.753554,0.000091,0.000499,0.107300,0.004241,8,0.000084,2435.553201
534,0.001007,0.736416,0.000055,0.001618,0.107639,0.003260,11,0.000084,2440.620058
535,0.001084,0.716066,-0.000121,0.002638,0.107860,0.003257,11,0.000084,2445.953914
536,0.000972,0.745375,-0.000237,0.001757,0.107995,0.003999,4,0.000083,2451.133944
537,0.000912,0.761307,-0.000032,0.001172,0.108064,0.006779,9,0.000083,2456.096399
538,0.001223,0.679636,-0.000596,0.011604,0.107867,0.006067,3,0.000083,2460.832113
539,0.001148,0.699513,0.001264,0.009751,0.107667,0.005737,2,0.000083,2465.582164
540,0.001096,0.712914,-0.000179,0.003644,0.107448,0.016322,3,0.000083,2470.309116
541,0.000975,0.744678,-0.000106,0.001255,0.107379,0.004349,4,0.000083,2475.740819
542,0.001032,0.729728,-0.000208,0.001457,0.107560,0.006114,2,0.000083,2480.731118
543,0.001056,0.723372,0.000025,0.000770,0.107787,0.010781,2,0.000083,2485.993171
544,0.001004,0.737222,-0.000503,0.002815,0.108011,0.017051,3,0.000083,2490.907445
545,0.000956,0.749765,0.000128,0.001539,0.108170,0.004241,3,0.000083,2495.808449
546,0.001016,0.734055,0.000225,0.001274,0.108182,0.006067,5,0.000083,2500.632864
547,0.000958,0.749179,-0.000249,0.000728,0.107977,0.012068,3,0.000083,2505.427589
548,0.000973,0.745175,0.000044,0.001881,0.107786,0.010580,3,0.000083,2510.035066
549,0.001064,0.721300,-0.000053,0.003967,0.107630,0.008118,3,0.000083,2514.985662
550,0.000993,0.740022,-0.000046,0.000496,0.107528,0.004990,3,0.000083,2520.224392
551,0.001033,0.729428,-0.000288,0.000535,0.107590,0.005427,6,0.000083,2525.388249
552,0.001198,0.686280,-0.000127,0.006696,0.107849,0.007661,3,0.000083,2530.828661
553,0.001119,0.707081,-0.000182,0.000883,0.108027,0.005079,3,0.000082,2536.128383
554,0.001051,0.724735,-0.000046,0.001634,0.108233,0.012123,3,0.000082,2541.179336
555,0.000934,0.755408,-0.000080,0.003106,0.108377,0.004217,4,0.000082,2546.351845
556,0.001101,0.711613,0.000109,0.002455,0.108407,0.003948,5,0.000082,2551.032206
557,0.001040,0.727540,-0.000226,0.002372,0.108284,0.006869,3,0.000082,2555.865051
558,0.001043,0.726921,-0.000331,0.001821,0.108098,0.010917,3,0.000082,2560.743674
559,0.000945,0.752604,-0.000066,0.001272,0.107878,0.012174,3,0.000082,2565.690773
560,0.000991,0.740414,-0.000010,0.000713,0.107719,0.005382,7,0.000082,2570.783967
561,0.000953,0.750513,-0.000155,0.000224,0.107731,0.003812,5,0.000082,2575.806301
562,0.000893,0.766232,0.000006,0.000286,0.107896,0.005539,6,0.000082,2580.625384
563,0.001070,0.719848,-0.000330,0.005340,0.108070,0.003301,7,0.000082,2585.324071
564,0.000992,0.740287,0.000035,0.001229,0.108194,0.005441,7,0.000082,2590.566409
565,0.001005,0.736957,0.000001,0.000848,0.108424,0.005697,6,0.000082,2595.844449
566,0.001008,0.736168,0.000036,0.000730,0.108541,0.003890,6,0.000082,2600.668537
567,0.000927,0.757191,-0.000017,0.000818,0.108483,0.003844,4,0.000082,2605.530704
568,0.000959,0.748954,0.000115,0.001073,0.108370,0.005295,3,0.000082,2610.461916
569,0.000959,0.748791,-0.000377,0.000889,0.108241,0.006892,3,0.000082,2615.327964
570,0.000966,0.747108,-0.000250,0.000698,0.108143,0.004298,3,0.000081,2620.314617
571,0.000974,0.744860,0.000126,0.000707,0.108091,0.005279,5,0.000081,2625.248724
572,0.000929,0.756861,0.000054,0.000216,0.108225,0.002990,9,0.000081,2630.254209
573,0.000942,0.753299,-0.000019,0.000246,0.108610,0.005682,11,0.000081,2635.467709
574,0.000921,0.758769,-0.000017,0.000140,0.108720,0.003910,6,0.000081,2640.488448
575,0.000919,0.759288,-0.000060,0.000348,0.108760,0.004701,8,0.000081,2645.397838
576,0.000994,0.739814,0.000009,0.000715,0.108898,0.003442,8,0.000081,2650.379772
577,0.001042,0.727039,0.000088,0.001162,0.109129,0.002817,14,0.000081,2655.515681
578,0.000994,0.739582,-0.000434,0.003311,0.109392,0.007368,4,0.000081,2660.423919
579,0.001037,0.728530,-0.000341,0.001845,0.109409,0.005507,5,0.000081,2665.233448
580,0.000914,0.760678,0.000354,0.002398,0.109298,0.004647,3,0.000081,2670.413946
581,0.001008,0.736040,-0.000581,0.002342,0.109141,0.007834,4,0.000081,2675.480634
582,0.000979,0.743704,-0.000045,0.000651,0.108928,0.008210,4,0.000081,2680.472777
583,0.000969,0.746157,0.000198,0.000761,0.108774,0.004358,4,0.000081,2685.556999
584,0.000978,0.744012,0.000179,0.001707,0.108766,0.004798,10,0.000081,2690.674837
585,0.000956,0.749723,-0.000079,0.000781,0.109011,0.003811,5,0.000081,2695.884786
586,0.001044,0.726639,-0.000102,0.002711,0.109191,0.005414,5,0.000080,2700.872265
587,0.000967,0.746876,0.000061,0.001079,0.109176,0.005752,5,0.000080,2706.002511
588,0.001007,0.736422,-0.000382,0.002244,0.109138,0.002901,10,0.000080,2711.142274
589,0.001013,0.734747,-0.000045,0.001181,0.109305,0.003236,7,0.000080,2716.141240
590,0.001092,0.714002,-0.000482,0.003470,0.109348,0.004942,4,0.000080,2721.274745
591,0.000975,0.744647,-0.000361,0.001916,0.109459,0.003641,11,0.000080,2726.347996
592,0.001000,0.738230,0.000031,0.001451,0.109450,0.005353,5,0.000080,2731.452339
593,0.001015,0.734213,-0.000263,0.001037,0.109292,0.006041,5,0.000080,2736.685698
594,0.001013,0.734694,-0.000491,0.002924,0.109215,0.003490,8,0.000080,2741.548581
595,0.001139,0.701864,0.000034,0.002109,0.109363,0.003114,7,0.000080,2746.901320
596,0.001136,0.702527,-0.000397,0.001520,0.109465,0.004825,5,0.000080,2752.042950
597,0.000905,0.762939,-0.000312,0.004336,0.109539,0.006562,5,0.000080,2757.058867
598,0.001047,0.725796,-0.000457,0.001628,0.109512,0.003319,7,0.000080,2762.016147
599,0.000930,0.756492,-0.000307,0.000685,0.109278,0.005895,3,0.000080,2766.658266
600,0.000937,0.754686,-0.000002,0.000568,0.109043,0.010239,3,0.000080,2771.585741
601,0.000965,0.747422,-0.000054,0.000456,0.108823,0.005777,3,0.000080,2776.543302
602,0.000976,0.744351,0.000018,0.000935,0.108670,0.005207,7,0.000079,2781.717434
603,0.000929,0.756746,-0.000267,0.000304,0.108799,0.008287,4,0.000079,2786.791727
604,0.001009,0.735678,0.000123,0.001502,0.109022,0.004585,7,0.000079,2791.673245
605,0.000904,0.763339,-0.000067,0.000710,0.109160,0.004054,6,0.000079,2796.836343
606,0.000909,0.762016,0.000031,0.000595,0.109130,0.005521,5,0.000079,2801.823691
607,0.000955,0.749972,-0.000046,0.000518,0.109018,0.004794,3,0.000079,2806.864224
